,level_0,Security_Hash_Key,Effective_From_Date,Effective_To_Date,Hash_Diff_Effectivity,Is_Current,Is_Valid,dealDate,trancheBusinessKey,Pricing_currentLevel_type,bookState,hedgeBookState,timing,bookCloseLDN,bookCloseCET,Issuer_Hash_Key,name,issuerType,bondRatingType,countryName,issuerBusinessKey,lei,Moodys_Rating,SP_Rating,Fitch_Rating,currencyCode,expectedSize,actualSize,minimumDenomination,securities_isin,securityName,securityType,maturityTerm,maturityDate,coupon,seniority_name_1,seniority_name_1_adj,seniority_name_2,esgType,legalGoverningLaw_name_1,registrationType,referenceType,referenceName,index,referenceIsin,ipt,ipt_reference,ipt_price_down,ipt_price_up,ipt_equivalent,guidance,guidance_reference,guidance_price_down,guidance_price_up,guidance_equivalent,launch,launchValue,reoffer,reofferValue,reofferPrice,yieldToMaturity,status,moodys,sp,fitch,COUNTRY_ISO_CODE,ticker,ID_BB_Company,Ultimate_Obligor_ID,AFI_Commentary,AFI_Identifier_Obligor,Update_Date_Obligor,Coverage_Status_Obligor,Covered_By_Obligor,AGI_Financial_Obligor,Coverage_Status_Final_Company,Coverage_Status_Final_Company_Source,Coverage_Status_Final_Obligor,Coverage_Status_Final_Obligor_Source,finScore_upload_date,finScore_AFIIdentifier,Overall_Score,Financial_Score,Business_Score,Event_Score,Country_Ceiling,Risk_Cluster,ESG_Score,ECB_Demand,Industry_Group,Industry_Sector,frequency,paymentType,coupon_frequency,duration
10,33,138824c4751f751b17428df4d7064420a863e57c,2017-06-13 14:24:47.657000,9999-12-31 23:59:59.999999,e4fec042f5baf727a733cb04e6bdb1069c4faea2,1,1,2017-06-13,IPREO|40325,Reoffer,Final,Books Closed,"Books Open, Todays business",,,603a6e5d58840b52ba27a82687080e4e75c6ebf5,Covivio S.A.,Corporate,Investment Grade,France,IPREO|235540,969500P8M3W2XX376054,,BBB+,,EUR,,500000000,100000,FR0013262698,10y EUR,Bond (standard),10.0,2027-06-21 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+95-100bps,MS,95.0,100.0,,MS+85-90bps,MS,85.0,90.0,,MSW + 85 bps,85.0,MSW + 85 bps,85.0,98.982,1.611,Priced,,BBB,,FR,COVFP,157483,157483.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,13.0,high,REITS,Financial,Annually,Fixed (FXD),1,9.360517320132251
11,38,5bf7f5a428272354a52b4c11498bc019fdd6132e,2017-06-19 12:13:08.037000,9999-12-31 23:59:59.999999,1be8e304fbe3b36ca6ecf6c0501f45df3627a64f,1,1,2017-06-19,IPREO|40346,Reoffer,,Books Closed,,,,48aac85e889a665c91ffedbbbf2104b5d8133094,Credit Agricole Home Loan Sfh,Financials,Investment Grade,France,IPREO|478229,969500C9913Z7PKUGB44,,,,EUR,,1000000000,100000,FR0013263951,Euro 1bn no grow Long 7 year,Covered Bond,7.0,2024-09-30 02:00:00.000000,0.375,Secured,Secured,,,French,Reg S,Mid Swaps,Mid Swaps,,,MS-1bp area,MS,-1.0,-1.0,,MS-3bp area,MS,-3.0,-3.0,,MSW - 5 bps,-5.0,MSW - 5 bps,-5.0,99.928,0.385,Priced,Aaa,AAA,AAA,FR,ACACB,24733284,24733284.0,investable,,,,,,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Diversified Finan Serv,Financial,Annually,Fixed (FXD),1,6.922030904962315
12,41,06c6f7430f119e8d86c8bad28c445f7eac238f3e,2017-06-20 16:00:12.583000,9999-12-31 23:59:59.999999,bfbfb7735dc2ee8125c4189be8580c5b5f52ced1,1,1,2017-06-20,IPREO|40353,Reoffer,Final,Books Closed,,,,2d5912d43e9b129b70057136144dce1ce614712d,AEGON Bank NV,Financials,Investment Grade,Netherlands,IPREO|460347,549300772D1G8JPIUR96,,A,,EUR,,500000000,100000,XS1637329639,Aegon Bank EUR 500m 10y CPT CB,Covered Bond,10.0,2027-06-27 02:00:00.000000,0.75,Secured,Secured,,,Dutch,Reg S,Mid Swaps,Mid Swaps,,,MS+15,MS,15.0,15.0,,MS+13,MS,13.0,13.0,,MSW + 12 bps,12.0,MSW + 12 bps,12.0,99.884,0.867,Priced,,AAA,AAA,NL,AEGON,8538764,8538764.0,investable,,,,,,not_covered,SCF1Universe,not_covered,SCF1Universe,24.05.2023 06:08,INS00014,6.67589,6.53825,7.217222,-0.1,9.3,INS_good,,,Banks,Financial,Annually,Fixed (FXD),1,9.671576423889192
13,42,d73ef561f16538d0bc114d46ed318f4d2897668e,2017-06-21 15:02:31.577000,9999-12-31 23:59:59.999999,f9e647aa4a415fe21f8124bbf00280b051868261,1,1,2017-06-21,IPREO|40365,Reoffer,,Books Closed,,,,b8b12c13f8d17fb3f9d245a2fd9fdc39904aef06,BP Capital Markets PLC,Corporate,Investment Grade,Britain,IPREO|355634,549300CRVT18MXX0AG93,,,,EUR,Benchmark,650000000,100000,XS1637863546,BP Cap Mkts € 12yr,Bond (standard),12.0,2029-06-26 02:00:00.000000,1.637,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,+85-90bps,,85.0,90.0,,MS+75 area,MS,75.0,75.0,,MSW + 72 bps,72.0,MSW + 72 bps,72.0,100.0,1.637,Priced,A1,A-,,GB,BPLN,225110,100228.0,investable,ENG00007,18.07.2022 17:12,ok,RK,Oil and Gas,covered_ok,GSUniverse,,,24.05.2023 06:08,ENG00007,7.543314,7.684975,7.976666,-0.2,8.33,c_strong,4.0,low,Oil&Gas,Energy,Annually,Fixed (FXD),1,10.992036822133766
14,43,2d922ca8aeeee0c5c0c729d91f81142c76a976fb,2017-06-21 15:02:31.577000,9999-12-31 23:59:59.999999,666a07e1343147e51426da71794ac7b13bd89e75,1,1,2017-06-21,IPREO|40364,Reoffer,,Books Closed,,,,b8b12c13f8d17fb3f9d245a2fd9fdc39904aef06,BP Capital Markets PLC,Corporate,Investment Grade,Britain,IPREO|355634,549300CRVT18MXX0AG93,,,,EUR,Benchmark,850000000,100000,XS1637863629,BP Cap Mkts € 8yr,Bond (standard),8.0,2025-06-26 02:00:00.000000,1.077,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,+70-75bps,,70.0,75.0,,MS+60 area,MS,60.0,60.0,,MSW + 57 bps,57.0,MSW + 57 bps,57.0,100.0,1.077,Priced,A1,A-,,GB,BPLN,225110,100228.0,investable,ENG00007,18.07.2022 17:12,ok,RK,Oil and Gas,covered_ok,GSUniverse,,,24.05.2023 06:08,ENG00007,7.543314,7.684975,7.976666,-0.2,8.33,c_strong,4.0,low,Oil&Gas,Energy,Annually,Fixed (FXD),1,7.707927147106787
15,48,39e0ff1f07f457bc0adff43d4608ec8357dabf9c,2017-06-22 15:22:30.600000,9999-12-31 23:59:59.999999,66010dffe65260be27473058f2b46620e5028bdc,1,1,2017-06-22,IPREO|40368,Reoffer,,Books Closed,"Books Open, today's business",,,9af8544490fa8ee4b4bee2e756c78c8b7b5340c0,Ferrovie dello Stato Italiane S.p.A.,Corporate,Investment Grade,Italy,IPREO|331894,549300J4SXC5ALCJM731,,BBB,BBB,EUR,Benchmark,1000000000,100000,XS1639488771,EUR 8YR Benchmark,Bond (standard),8.0,2025-06-27 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+120bps area,MS,120.0,120.0,,,,,,,MSW + 105 bps,105.0,MSW + 105 bps,105.0,99.746,1.534,Priced,,BBB-,BBB,IT,FERROV,186770,186770.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,,,Transportation,Industrial,Annually,Fixed (FXD),1,7.598213956133248
16,52,36cc0644639a6353d7123137763431fa656d321b,2017-06-28 10:18:34.913000,9999-12-31 23:59:59.999999,c0d1419e7562430fbee9f0c4cf9d9d80410b7b43,1,1,2017-06-28,IPREO|40382,Reoffer,Allocated,Books Closed,"Book open, today's business",,,8760dd75c769bed47074045abf6ede57f4081162,Gecina,Corporate,Investment Grade,France,IPREO|245351,9695003E4MMA10IBTR26,A3,A-,,EUR,500 no grow,500000000,100000,FR0013266350,EUR 10yr FXD,Bond (standard),10.0,2027-06-30 02:00:00.000000,1.375,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+90 area,MS,90.0,90.0,, ms+70-75,MS,70.0,75.0,,MSW + 68 bps,68.0,MSW + 68 bps,68.0,99.067,1.476,Priced,A3,BBB+,,FR,GFCFP,115388,115388.0,investable,RE00020,14.12.2022 09:40,ok,AL,Real Estate,covered_ok,GSUniverse,covered_ok,GSUniverse,09.02.2023 06:08,RE00020,6.22636,6.5167,6.065,-0.2,7.665,RE_moderate,12.0,high,REITS,Financial,Annually,Fixed (FXD),1,9.4112030755783
17,53,92829116353989291b53b1ec39fa1de1dedd241b,2017-06-29 14:22:43.697000,9999-12-31 23:59:59.999999,454d3a984b6a7a3b3eca31d19cb3ced3d45a9d86,1,1,2017-06-29,IPREO|40403,Reoffer,Final,Books Closed,,,,65ce61b5346c7d91eee3a4fe6247b713a65958ec,Legrand S.A.,Corporate,Investment Grade,France,IPREO|272593,969500XXRPGD7HCAFA90,,,,EUR,,500000000,100000,FR0013266830,LEGRAND 7 (SEVEN) YR EUR,Bond (standard),7.0,2024-07-06 02:00:00.000000,0.75,Senior,Sr Unsecured,,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+50 bp Area,MS,50.0,50.0,,MS + 35/40,MS,35.0,40.0,,MSW + 30 bps,30.0,MSW + 30 bps,30.0,99.593,,Priced,NR,A-,NR,FR,LRFP,10575328,10575328.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,11.0,high,Electrical Compo&Equip,Industrial,Annually,Fixed (FXD),1,6.845597630269534
18,56,4b760c1d66ade34c3005ba5b23687688b86d74d9,2017-06-30 11:27:20.807000,9999-12-31 23:59:59.999999,c04268d43c0e84d3ebf670d60eb96fb85cd1e974,1,1,2017-06-30,IPREO|40397,Reoffer,Final,Books Open,,,,9148fb8d47befaa289197f2314c47514f5f26b8f,VOLKSWAGEN LEASING GMBH,Corporate,Investment Grade,Germany,IPREO|VOLKSWAGEN LEASING GMBH,5299004GLEUX88BSNB74,,,,EUR,Benchmark ,1000000000,1000,XS1642590480,EUR 7.5yr,Bond (standard),7.5,2025-01-20 01:00:00.000000,1.375,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+? 100-105bps ?,MS,100.0,105.0,,MS+95 Area,MS,95.0,95.0,,MSW + 93 bps,93.0,MSW + 93 bps,93.0,98.948,1.524,Priced,A2,BBB+,,DE,VW,7973951,196156.0,investable,,,,,,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00085,7.141813,7.6981,7.416667,-0.5,9.3,c_good,10.0,high,Auto Manufacturers,"Consumer, Cyclical",Annually,Fixed (FXD),1,6.721518735032706
19,57,fbaf692742fc8fc9a367985b9939af0575a15f0c,2017-07-06 14:53:23.170000,9999-12-31 23:59:59.999999,a5694710b94fa1fcdbf4184dbac9737da158e9e8,1,1,2017-07-06,IPREO|40415,Reoffer,,Books Closed,Books open - today's business,,,5480d7a1f3a5a0682970d7b56cc024ade683fb0e,ABN AMRO Bank N.V.,Financials,Investment Grade,Netherlands,IPREO|437584,BFXS5XCH7N0Y05NIXW11,A1,A,A,EUR,,1250000000,100000,XS1645503621,20yr Covered Bond Tap - 1.375% 01/37,Covered Bond,20.0,2037-01-12 01:00:00.000000,1.375,Secured,Secured,,,Dutch,Reg S,Mid Swaps,Mid Swaps,,,MS+20bps area,MS,20.0,20.0,,Spread set at MS+17bps,MS,17.0,17.0,,MSW + 17 bps,17.0,MSW + 17 bps,17.0,95.314,1.658,Priced,Aaa,AAA,AAA,NL,ABNANV,872544,17918515.0,investable,BA00126,19.10.2021 14:20,covered_ok,AL_RK,Banks,,,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,17.621076710185555
20,63,7b460d339d2e2354ddb6dddd090418b095a7c461,2017-07-19 14:13:23.867000,9999-12-31 23:59:59.999999,e6382cbee1a991b4f622dbdc979129d49b1409ef,1,1,2017-07-19,IPREO|40482,Reoffer,,Books Closed,"Books open, today's business",,,9358de3d1b555f540fb015ceb6662ea422d54bd4,Vodafone Group PLC,Corporate,Investment Grade,Britain,IPREO|206546,213800TB53ELEUKM7Q61,Baa2,BBB,BBB,EUR,,500000000,100000,XS1652855815,10yr EUR,Bond (standard),10.0,2027-07-24 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,,,,,,€MS+60-70bps (WPIR),MS,60.0,70.0,WPIR,MSW + 62 bps,62.0,MSW + 62 bps,62.0,99.733,1.529,Priced,Baa1,BBB+,BBB+,GB,VOD,101605,101605.0,investable,TEL00033,18.10.2019 17:08,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00033,6.365307,6.4808,7.403333,-0.3,7.996666,nc_moderate,9.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,9.360517320132251
21,64,b75709ff7c392aba79b23ac719c1746630f69c18,2017-07-19 14:13:23.867000,9999-12-31 23:59:59.999999,9a63b3d03c6613b1fce8a31d5847ca978f7e91b8,1,1,2017-07-19,IPREO|40483,Reoffer,,Books Closed,"Books open, today's business",,,9358de3d1b555f540fb015ceb6662ea422d54bd4,Vodafone Group PLC,Corporate,Investment Grade,Britain,IPREO|206546,213800TB53ELEUKM7Q61,Baa2,BBB,BBB,EUR,150,150000000,100000,XS1652856540,Tap 2031,Bond (standard),14.0,2031-07-29 02:00:00.000000,1.6,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,,,,,,"€MS+75-80bps (WPIR), equiv to approx. 95.01- 94.43% cash px",MS,75.0,80.0, approx. 95.01- 94.43% cash px,MSW + 78 bps,78.0,MSW + 78 bps,78.0,94.859,2.025,Priced,Baa1,BBB+,BBB+,GB,VOD,101605,101605.0,investable,TEL00033,18.10.2019 17:08,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00033,6.365307,6.4808,7.403333,-0.3,7.996666,nc_moderate,9.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,12.653412163778103
